OrderNumber,OrderDate,ProductId,StoreId,CustomerId,Channel,Quantity,UnitPrice,DiscountAmount
SO-100603,2026-02-21,P-0014,S-008,C-00144,Store,2,398.94,118.29
SO-100604,2026-02-24,P-0022,S-002,C-00343,Store,5,391.3,0.0
SO-100605,2026-01-03,P-0024,S-012,C-00415,Store,5,286.61,0.0
SO-100605,2026-01-03,P-0025,S-012,C-00415,Store,2,102.92,0.0
SO-100605,2026-01-03,P-0019,S-012,C-00415,Store,2,348.85,0.0
SO-100606,2025-12-23,P-0002,S-003,C-00323,Online,5,42.01,0.0
SO-100607,2026-05-17,P-0030,S-004,C-00361,Online,5,28.94,0.0
SO-100607,2026-05-17,P-0004,S-004,C-00361,Online,4,114.76,0.0
SO-100607,2026-05-17,P-0003,S-004,C-00361,Online,2,92.07,0.0
SO-100607,2026-05-17,P-0018,S-004,C-00361,Online,2,176.73,31.23
SO-100608,2026-04-20,P-0029,S-009,C-00500,Online,1,144.95,0.0
SO-100608,2026-04-20,P-0012,S-009,C-00500,Online,1,88.99,0.0
SO-100608,2026-04-20,P-0015,S-009,C-00500,Online,5,252.84,0.0
SO-100609,2026-04-08,P-0023,S-003,C-00307,Online,1,109.7,0.0
SO-100609,2026-04-08,P-0005,S-003,C-00307,Online,1,146.8,0.0
SO-100609,2026-04-08,P-0010,S-003,C-00307,Online,2,69.54,0.0
SO-100610,2026-03-12,P-0006,S-009,C-00446,Store,4,389.38,0.0
SO-100611,2026-03-09,P-0007,S-007,C-00206,Store,2,283.31,0.0
SO-100611,2026-03-09,P-0006,S-007,C-00206,Store,5,389.38,0.0
SO-100611,2026-03-09,P-0001,S-007,C-00206,Store,5,93.17,0.0
SO-100612,2026-05-31,P-0010,S-005,C-00156,Online,3,69.54,0.0
SO-100612,2026-05-31,P-0023,S-005,C-00156,Online,2,109.7,34.38
SO-100613,2026-02-13,P-0030,S-003,C-00483,Store,1,28.94,0.0
SO-100613,2026-02-13,P-0005,S-003,C-00483,Store,2,146.8,0.0
SO-100613,2026-02-13,P-0009,S-003,C-00483,Store,2,269.72,0.0
SO-100614,2025-12-01,P-0011,S-011,C-00310,Online,5,329.61,126.44
SO-100614,2025-12-01,P-0003,S-011,C-00310,Online,5,92.07,113.73
SO-100614,2025-12-01,P-0023,S-011,C-00310,Online,1,109.7,0.0
SO-100615,2026-01-26,P-0001,S-005,C-00091,Online,5,93.17,92.78
SO-100615,2026-01-26,P-0018,S-005,C-00091,Online,4,176.73,0.0
SO-100615,2026-01-26,P-0022,S-005,C-00091,Online,3,391.3,0.0
SO-100616,2026-05-12,P-0008,S-004,C-00419,Online,5,155.15,0.0
SO-100616,2026-05-12,P-0011,S-004,C-00419,Online,4,329.61,127.02
SO-100616,2026-05-12,P-0009,S-004,C-00419,Online,4,269.72,0.0
SO-100616,2026-05-12,P-0007,S-004,C-00419,Online,4,283.31,97.8
SO-100617,2026-01-17,P-0024,S-003,C-00097,Online,1,286.61,0.0
SO-100617,2026-01-17,P-0006,S-003,C-00097,Online,2,389.38,0.0
SO-100617,2026-01-17,P-0021,S-003,C-00097,Online,5,100.14,39.41
SO-100617,2026-01-17,P-0010,S-003,C-00097,Online,4,69.54,64.48
SO-100618,2026-03-14,P-0020,S-009,C-00071,Store,1,241.58,0.0
SO-100619,2025-12-06,P-0005,S-001,C-00391,Store,2,146.8,0.0
SO-100620,2026-02-07,P-0026,S-011,C-00308,Store,1,7.84,0.0
SO-100621,2025-12-28,P-0007,S-006,C-00437,Store,2,283.31,0.0
SO-100622,2026-04-24,P-0016,S-003,C-00158,Online,1,240.38,0.0
SO-100622,2026-04-24,P-0005,S-003,C-00158,Online,3,146.8,0.0
SO-100622,2026-04-24,P-0008,S-003,C-00158,Online,1,155.15,9.14
SO-100623,2026-04-19,P-0005,S-009,C-00454,Store,1,146.8,18.65
SO-100623,2026-04-19,P-0001,S-009,C-00454,Store,3,93.17,0.0
SO-100623,2026-04-19,P-0030,S-009,C-00454,Store,2,28.94,0.0
SO-100623,2026-04-19,P-0008,S-009,C-00454,Store,4,155.15,0.0
SO-100624,2025-12-29,P-0010,S-002,C-00115,Store,3,69.54,24.36
SO-100625,2026-03-03,P-0020,S-002,C-00459,Online,2,241.58,75.42
SO-100626,2026-05-03,P-0020,S-007,C-00077,Store,3,241.58,0.0
SO-100626,2026-05-03,P-0027,S-007,C-00077,Store,3,32.99,0.0
SO-100626,2026-05-03,P-0010,S-007,C-00077,Store,3,69.54,0.0
SO-100627,2025-12-20,P-0011,S-003,C-00399,Online,4,329.61,0.0
SO-100627,2025-12-20,P-0005,S-003,C-00399,Online,4,146.8,0.0
SO-100628,2025-12-29,P-0003,S-012,C-00143,Store,2,92.07,23.39
SO-100628,2025-12-29,P-0011,S-012,C-00143,Store,3,329.61,0.0
SO-100629,2026-04-03,P-0005,S-007,C-00309,Online,2,146.8,0.0
SO-100629,2026-04-03,P-0026,S-007,C-00309,Online,5,7.84,0.0
SO-100629,2026-04-03,P-0021,S-007,C-00309,Online,5,100.14,0.0
SO-100630,2026-04-17,P-0017,S-007,C-00043,Online,2,274.28,0.0
SO-100630,2026-04-17,P-0019,S-007,C-00043,Online,2,348.85,0.0
SO-100630,2026-04-17,P-0025,S-007,C-00043,Online,2,102.92,0.0
SO-100630,2026-04-17,P-0023,S-007,C-00043,Online,1,109.7,0.0
SO-100631,2026-04-01,P-0012,S-002,C-00031,Online,2,88.99,14.03
SO-100631,2026-04-01,P-0028,S-002,C-00031,Online,5,100.98,0.0
SO-100631,2026-04-01,P-0025,S-002,C-00031,Online,4,102.92,88.74
SO-100632,2025-12-15,P-0013,S-002,C-00493,Online,1,299.27,0.0
SO-100632,2025-12-15,P-0024,S-002,C-00493,Online,4,286.61,0.0
SO-100633,2026-05-29,P-0027,S-010,C-00038,Store,1,32.99,2.58
SO-100633,2026-05-29,P-0020,S-010,C-00038,Store,2,241.58,79.16
SO-100633,2026-05-29,P-0028,S-010,C-00038,Store,4,100.98,34.93
SO-100633,2026-05-29,P-0006,S-010,C-00038,Store,2,389.38,0.0
SO-100634,2026-05-28,P-0015,S-008,C-00211,Online,1,252.84,20.52
SO-100634,2026-05-28,P-0026,S-008,C-00211,Online,1,7.84,0.0
SO-100634,2026-05-28,P-0021,S-008,C-00211,Online,2,100.14,0.0
SO-100635,2025-12-03,P-0018,S-007,C-00349,Store,5,176.73,0.0
SO-100635,2025-12-03,P-0023,S-007,C-00349,Store,2,109.7,0.0
SO-100635,2025-12-03,P-0027,S-007,C-00349,Store,2,32.99,4.51
SO-100635,2025-12-03,P-0009,S-007,C-00349,Store,4,269.72,0.0
SO-100636,2026-01-02,P-0008,S-007,C-00317,Online,4,155.15,123.62
SO-100637,2026-04-23,P-0016,S-002,C-00419,Online,4,240.38,202.56
SO-100637,2026-04-23,P-0011,S-002,C-00419,Online,4,329.61,94.51
SO-100637,2026-04-23,P-0021,S-002,C-00419,Online,1,100.14,0.0
SO-100637,2026-04-23,P-0013,S-002,C-00419,Online,3,299.27,95.56
SO-100638,2026-04-18,P-0025,S-004,C-00306,Store,3,102.92,27.89
SO-100639,2025-12-09,P-0019,S-002,C-00292,Store,4,348.85,157.56
SO-100640,2026-02-18,P-0013,S-006,C-00385,Store,3,299.27,0.0
SO-100640,2026-02-18,P-0017,S-006,C-00385,Store,3,274.28,0.0
SO-100640,2026-02-18,P-0007,S-006,C-00385,Store,1,283.31,0.0
SO-100641,2026-04-08,P-0016,S-003,C-00013,Store,3,240.38,134.47
SO-100641,2026-04-08,P-0019,S-003,C-00013,Store,1,348.85,0.0
SO-100641,2026-04-08,P-0028,S-003,C-00013,Store,1,100.98,0.0
SO-100641,2026-04-08,P-0002,S-003,C-00013,Store,2,42.01,0.0
SO-100642,2026-05-24,P-0015,S-012,C-00083,Online,3,252.84,132.51
SO-100642,2026-05-24,P-0026,S-012,C-00083,Online,4,7.84,6.04
SO-100642,2026-05-24,P-0005,S-012,C-00083,Online,4,146.8,146.45
SO-100643,2026-05-05,P-0004,S-003,C-00291,Store,3,114.76,0.0
SO-100643,2026-05-05,P-0026,S-003,C-00291,Store,1,7.84,0.0
SO-100643,2026-05-05,P-0001,S-003,C-00291,Store,4,93.17,0.0
SO-100643,2026-05-05,P-0005,S-003,C-00291,Store,3,146.8,46.69
SO-100644,2026-03-04,P-0009,S-002,C-00092,Store,4,269.72,0.0
SO-100644,2026-03-04,P-0016,S-002,C-00092,Store,2,240.38,0.0
SO-100644,2026-03-04,P-0025,S-002,C-00092,Store,5,102.92,0.0
SO-100644,2026-03-04,P-0029,S-002,C-00092,Store,3,144.95,0.0
SO-100645,2026-03-13,P-0015,S-010,C-00470,Store,5,252.84,0.0
SO-100645,2026-03-13,P-0012,S-010,C-00470,Store,3,88.99,0.0
SO-100646,2026-05-24,P-0020,S-008,C-00135,Store,1,241.58,0.0
SO-100647,2026-02-01,P-0028,S-009,C-00005,Online,3,100.98,0.0
SO-100647,2026-02-01,P-0004,S-009,C-00005,Online,5,114.76,0.0
SO-100648,2025-12-19,P-0012,S-008,C-00343,Store,4,88.99,0.0
SO-100649,2026-04-16,P-0006,S-008,C-00056,Online,1,389.38,0.0
SO-100650,2026-03-12,P-0003,S-004,C-00206,Online,4,92.07,73.01
SO-100650,2026-03-12,P-0011,S-004,C-00206,Online,1,329.61,19.0
SO-100650,2026-03-12,P-0020,S-004,C-00206,Online,2,241.58,0.0
SO-100651,2026-01-07,P-0020,S-006,C-00291,Online,4,241.58,204.58
SO-100652,2026-03-21,P-0028,S-004,C-00028,Online,4,100.98,71.55
SO-100652,2026-03-21,P-0001,S-004,C-00028,Online,1,93.17,9.76
SO-100653,2025-12-21,P-0017,S-012,C-00232,Store,3,274.28,49.99
SO-100653,2025-12-21,P-0007,S-012,C-00232,Store,4,283.31,0.0
SO-100653,2025-12-21,P-0022,S-012,C-00232,Store,3,391.3,140.7
SO-100653,2025-12-21,P-0029,S-012,C-00232,Store,4,144.95,0.0
SO-100654,2026-04-17,P-0012,S-003,C-00495,Online,4,88.99,0.0
SO-100654,2026-04-17,P-0030,S-003,C-00495,Online,5,28.94,0.0
SO-100654,2026-04-17,P-0023,S-003,C-00495,Online,5,109.7,106.71
SO-100654,2026-04-17,P-0019,S-003,C-00495,Online,5,348.85,0.0
SO-100655,2026-02-21,P-0001,S-012,C-00381,Online,4,93.17,0.0
SO-100655,2026-02-21,P-0005,S-012,C-00381,Online,4,146.8,0.0
SO-100655,2026-02-21,P-0029,S-012,C-00381,Online,1,144.95,0.0
SO-100656,2026-05-22,P-0015,S-009,C-00370,Store,2,252.84,0.0
SO-100657,2026-05-13,P-0024,S-002,C-00019,Online,4,286.61,0.0
SO-100657,2026-05-13,P-0007,S-002,C-00019,Online,2,283.31,0.0
SO-100658,2026-01-25,P-0012,S-004,C-00498,Store,3,88.99,61.22
SO-100659,2026-04-08,P-0021,S-002,C-00359,Online,3,100.14,0.0
SO-100659,2026-04-08,P-0015,S-002,C-00359,Online,4,252.84,0.0
SO-100659,2026-04-08,P-0014,S-002,C-00359,Online,3,398.94,101.92
SO-100659,2026-04-08,P-0012,S-002,C-00359,Online,4,88.99,0.0
SO-100660,2026-04-21,P-0010,S-009,C-00224,Store,4,69.54,0.0
SO-100660,2026-04-21,P-0028,S-009,C-00224,Store,5,100.98,0.0
SO-100660,2026-04-21,P-0022,S-009,C-00224,Store,1,391.3,0.0
SO-100660,2026-04-21,P-0023,S-009,C-00224,Store,1,109.7,5.85
SO-100661,2026-03-16,P-0021,S-012,C-00385,Store,4,100.14,0.0
SO-100662,2025-12-09,P-0025,S-007,C-00109,Online,5,102.92,0.0
SO-100662,2025-12-09,P-0015,S-007,C-00109,Online,2,252.84,0.0
SO-100663,2026-01-01,P-0001,S-008,C-00212,Store,5,93.17,105.25
SO-100663,2026-01-01,P-0012,S-008,C-00212,Store,3,88.99,0.0
SO-100663,2026-01-01,P-0026,S-008,C-00212,Store,4,7.84,0.0
SO-100663,2026-01-01,P-0008,S-008,C-00212,Store,1,155.15,0.0
SO-100664,2026-03-17,P-0027,S-001,C-00079,Store,5,32.99,0.0
SO-100664,2026-03-17,P-0017,S-001,C-00079,Store,2,274.28,0.0
SO-100664,2026-03-17,P-0024,S-001,C-00079,Store,4,286.61,280.53
SO-100665,2026-01-19,P-0026,S-007,C-00425,Online,5,7.84,0.0
SO-100666,2026-05-12,P-0029,S-012,C-00089,Store,4,144.95,111.32
SO-100666,2026-05-12,P-0011,S-012,C-00089,Store,2,329.61,0.0
SO-100666,2026-05-12,P-0017,S-012,C-00089,Store,5,274.28,0.0
SO-100666,2026-05-12,P-0006,S-012,C-00089,Store,3,389.38,0.0
SO-100667,2026-01-10,P-0001,S-004,C-00048,Online,4,93.17,76.03
SO-100668,2026-01-09,P-0019,S-012,C-00279,Store,4,348.85,274.66
SO-100669,2026-03-27,P-0021,S-006,C-00096,Online,2,100.14,31.46
SO-100669,2026-03-27,P-0029,S-006,C-00096,Online,2,144.95,0.0
SO-100670,2026-03-07,P-0003,S-011,C-00027,Online,1,92.07,0.0
SO-100670,2026-03-07,P-0030,S-011,C-00027,Online,5,28.94,0.0
SO-100670,2026-03-07,P-0005,S-011,C-00027,Online,1,146.8,0.0
SO-100671,2026-05-02,P-0029,S-003,C-00145,Store,1,144.95,0.0
SO-100671,2026-05-02,P-0006,S-003,C-00145,Store,3,389.38,0.0
SO-100671,2026-05-02,P-0003,S-003,C-00145,Store,2,92.07,0.0
SO-100672,2026-04-05,P-0021,S-007,C-00038,Online,4,100.14,0.0
SO-100672,2026-04-05,P-0003,S-007,C-00038,Online,3,92.07,0.0
SO-100672,2026-04-05,P-0007,S-007,C-00038,Online,4,283.31,0.0
SO-100672,2026-04-05,P-0022,S-007,C-00038,Online,2,391.3,180.57
SO-100673,2026-05-18,P-0004,S-010,C-00438,Store,3,114.76,0.0
SO-100674,2026-04-03,P-0006,S-010,C-00280,Online,5,389.38,0.0
SO-100675,2026-01-01,P-0017,S-001,C-00275,Store,5,274.28,0.0
SO-100676,2026-01-25,P-0001,S-002,C-00461,Online,2,93.17,36.44
SO-100676,2026-01-25,P-0011,S-002,C-00461,Online,2,329.61,96.45
SO-100677,2025-12-24,P-0015,S-009,C-00334,Store,4,252.84,0.0
SO-100677,2025-12-24,P-0024,S-009,C-00334,Store,4,286.61,0.0
SO-100677,2025-12-24,P-0026,S-009,C-00334,Store,3,7.84,4.41
SO-100678,2026-02-10,P-0006,S-002,C-00299,Online,4,389.38,0.0
SO-100678,2026-02-10,P-0026,S-002,C-00299,Online,4,7.84,0.0
SO-100678,2026-02-10,P-0007,S-002,C-00299,Online,3,283.31,0.0
SO-100679,2026-05-09,P-0019,S-007,C-00220,Store,3,348.85,0.0
SO-100679,2026-05-09,P-0012,S-007,C-00220,Store,1,88.99,0.0
SO-100680,2025-12-09,P-0010,S-005,C-00301,Online,5,69.54,0.0
SO-100680,2025-12-09,P-0020,S-005,C-00301,Online,1,241.58,51.17
SO-100680,2025-12-09,P-0027,S-005,C-00301,Online,4,32.99,0.0
SO-100680,2025-12-09,P-0029,S-005,C-00301,Online,3,144.95,40.46
SO-100681,2026-03-06,P-0011,S-006,C-00063,Store,1,329.61,0.0
SO-100682,2026-01-24,P-0018,S-006,C-00461,Store,4,176.73,65.34
SO-100682,2026-01-24,P-0003,S-006,C-00461,Store,2,92.07,19.45
SO-100683,2026-05-05,P-0022,S-011,C-00039,Online,3,391.3,70.35
SO-100683,2026-05-05,P-0025,S-011,C-00039,Online,4,102.92,0.0
SO-100683,2026-05-05,P-0014,S-011,C-00039,Online,3,398.94,0.0
SO-100683,2026-05-05,P-0011,S-011,C-00039,Online,1,329.61,0.0
SO-100684,2026-05-03,P-0010,S-007,C-00122,Store,1,69.54,0.0
SO-100685,2026-04-27,P-0027,S-008,C-00146,Online,1,32.99,0.0
SO-100685,2026-04-27,P-0013,S-008,C-00146,Online,5,299.27,267.78
SO-100686,2025-12-18,P-0009,S-007,C-00371,Store,3,269.72,0.0
SO-100686,2025-12-18,P-0011,S-007,C-00371,Store,5,329.61,0.0
SO-100686,2025-12-18,P-0025,S-007,C-00371,Store,4,102.92,0.0
SO-100687,2026-03-11,P-0027,S-008,C-00253,Store,3,32.99,0.0
SO-100688,2025-12-27,P-0005,S-001,C-00423,Store,1,146.8,0.0
SO-100689,2026-05-26,P-0007,S-004,C-00088,Online,3,283.31,0.0
SO-100690,2026-04-17,P-0009,S-012,C-00445,Online,1,269.72,64.58
SO-100691,2025-12-20,P-0009,S-012,C-00314,Store,2,269.72,0.0
SO-100691,2025-12-20,P-0023,S-012,C-00314,Store,1,109.7,24.39
SO-100691,2025-12-20,P-0006,S-012,C-00314,Store,5,389.38,0.0
SO-100691,2025-12-20,P-0030,S-012,C-00314,Store,4,28.94,0.0
SO-100692,2026-05-21,P-0022,S-009,C-00124,Store,4,391.3,160.84
SO-100692,2026-05-21,P-0016,S-009,C-00124,Store,3,240.38,0.0
SO-100692,2026-05-21,P-0009,S-009,C-00124,Store,3,269.72,0.0
SO-100692,2026-05-21,P-0011,S-009,C-00124,Store,2,329.61,0.0
SO-100693,2026-01-22,P-0002,S-002,C-00498,Online,2,42.01,0.0
SO-100693,2026-01-22,P-0007,S-002,C-00498,Online,4,283.31,80.35
SO-100693,2026-01-22,P-0001,S-002,C-00498,Online,2,93.17,0.0
SO-100693,2026-01-22,P-0022,S-002,C-00498,Online,5,391.3,0.0
SO-100694,2026-02-19,P-0021,S-005,C-00363,Online,1,100.14,0.0
SO-100694,2026-02-19,P-0005,S-005,C-00363,Online,2,146.8,0.0
SO-100694,2026-02-19,P-0028,S-005,C-00363,Online,4,100.98,0.0
SO-100694,2026-02-19,P-0017,S-005,C-00363,Online,5,274.28,0.0
SO-100695,2026-03-13,P-0022,S-005,C-00217,Store,5,391.3,0.0
SO-100695,2026-03-13,P-0010,S-005,C-00217,Store,2,69.54,0.0
SO-100696,2025-12-28,P-0006,S-004,C-00009,Online,5,389.38,0.0
SO-100696,2025-12-28,P-0009,S-004,C-00009,Online,3,269.72,129.51
SO-100696,2025-12-28,P-0001,S-004,C-00009,Online,3,93.17,0.0
SO-100696,2025-12-28,P-0016,S-004,C-00009,Online,2,240.38,0.0
SO-100697,2026-03-21,P-0012,S-001,C-00226,Store,4,88.99,0.0
SO-100697,2026-03-21,P-0004,S-001,C-00226,Store,4,114.76,40.34
SO-100697,2026-03-21,P-0002,S-001,C-00226,Store,2,42.01,0.0
SO-100698,2026-04-15,P-0022,S-009,C-00222,Online,1,391.3,0.0
SO-100699,2025-12-29,P-0019,S-001,C-00459,Store,3,348.85,163.71
SO-100700,2026-02-09,P-0013,S-010,C-00359,Store,3,299.27,0.0
SO-100700,2026-02-09,P-0004,S-010,C-00359,Store,2,114.76,0.0
SO-100700,2026-02-09,P-0008,S-010,C-00359,Store,3,155.15,0.0
SO-100700,2026-02-09,P-0024,S-010,C-00359,Store,5,286.61,72.54
SO-100701,2026-01-17,P-0024,S-012,C-00319,Store,2,286.61,106.78
SO-100701,2026-01-17,P-0010,S-012,C-00319,Store,2,69.54,31.98
SO-100701,2026-01-17,P-0028,S-012,C-00319,Store,2,100.98,0.0
SO-100701,2026-01-17,P-0030,S-012,C-00319,Store,4,28.94,0.0
SO-100702,2025-12-06,P-0006,S-005,C-00452,Store,1,389.38,0.0
SO-100703,2026-04-01,P-0016,S-008,C-00448,Store,1,240.38,0.0
SO-100703,2026-04-01,P-0004,S-008,C-00448,Store,5,114.76,0.0
SO-100704,2026-02-13,P-0025,S-009,C-00258,Online,1,102.92,21.69
SO-100704,2026-02-13,P-0005,S-009,C-00258,Online,3,146.8,0.0
SO-100705,2026-02-28,P-0009,S-005,C-00340,Online,3,269.72,0.0
SO-100705,2026-02-28,P-0012,S-005,C-00340,Online,3,88.99,0.0
SO-100705,2026-02-28,P-0015,S-005,C-00340,Online,5,252.84,0.0
SO-100705,2026-02-28,P-0001,S-005,C-00340,Online,3,93.17,0.0
SO-100706,2026-05-13,P-0022,S-007,C-00439,Store,3,391.3,0.0
SO-100706,2026-05-13,P-0005,S-007,C-00439,Store,2,146.8,0.0
SO-100707,2026-05-28,P-0007,S-006,C-00106,Online,4,283.31,0.0
SO-100708,2026-02-09,P-0029,S-011,C-00279,Online,3,144.95,0.0
SO-100708,2026-02-09,P-0017,S-011,C-00279,Online,4,274.28,0.0
SO-100708,2026-02-09,P-0006,S-011,C-00279,Online,3,389.38,0.0
SO-100708,2026-02-09,P-0009,S-011,C-00279,Online,1,269.72,0.0
SO-100709,2026-05-29,P-0026,S-010,C-00063,Store,3,7.84,1.22
SO-100709,2026-05-29,P-0015,S-010,C-00063,Store,2,252.84,0.0
SO-100709,2026-05-29,P-0019,S-010,C-00063,Store,2,348.85,0.0
SO-100709,2026-05-29,P-0012,S-010,C-00063,Store,3,88.99,0.0
SO-100710,2026-05-20,P-0026,S-008,C-00148,Store,3,7.84,1.37
SO-100711,2026-02-11,P-0010,S-002,C-00028,Online,1,69.54,5.39
SO-100711,2026-02-11,P-0001,S-002,C-00028,Online,3,93.17,0.0
SO-100711,2026-02-11,P-0014,S-002,C-00028,Online,5,398.94,0.0
SO-100711,2026-02-11,P-0012,S-002,C-00028,Online,5,88.99,29.9
SO-100712,2026-02-08,P-0019,S-012,C-00101,Store,2,348.85,165.07
SO-100712,2026-02-08,P-0030,S-012,C-00101,Store,2,28.94,0.0
SO-100712,2026-02-08,P-0003,S-012,C-00101,Store,4,92.07,0.0
SO-100712,2026-02-08,P-0010,S-012,C-00101,Store,1,69.54,0.0
SO-100713,2026-02-16,P-0022,S-003,C-00289,Store,5,391.3,398.21
SO-100713,2026-02-16,P-0029,S-003,C-00289,Store,3,144.95,69.95
SO-100713,2026-02-16,P-0011,S-003,C-00289,Store,3,329.61,0.0
SO-100713,2026-02-16,P-0026,S-003,C-00289,Store,3,7.84,0.0
SO-100714,2026-05-10,P-0004,S-003,C-00193,Store,3,114.76,0.0
SO-100714,2026-05-10,P-0005,S-003,C-00193,Store,3,146.8,0.0
SO-100714,2026-05-10,P-0017,S-003,C-00193,Store,4,274.28,0.0
SO-100714,2026-05-10,P-0015,S-003,C-00193,Store,4,252.84,0.0
SO-100715,2026-04-23,P-0020,S-007,C-00046,Store,3,241.58,0.0
SO-100715,2026-04-23,P-0030,S-007,C-00046,Store,5,28.94,0.0
SO-100716,2026-01-02,P-0002,S-010,C-00450,Online,4,42.01,30.92
SO-100716,2026-01-02,P-0025,S-010,C-00450,Online,4,102.92,0.0
SO-100716,2026-01-02,P-0028,S-010,C-00450,Online,5,100.98,0.0
SO-100717,2025-12-14,P-0011,S-005,C-00425,Store,5,329.61,178.18
SO-100718,2026-04-03,P-0023,S-001,C-00063,Online,2,109.7,0.0
SO-100719,2026-04-23,P-0029,S-008,C-00070,Online,2,144.95,0.0
SO-100719,2026-04-23,P-0022,S-008,C-00070,Online,3,391.3,0.0
SO-100720,2025-12-02,P-0004,S-010,C-00353,Online,1,114.76,25.93
SO-100720,2025-12-02,P-0003,S-010,C-00353,Online,5,92.07,41.83
SO-100721,2026-04-01,P-0002,S-009,C-00228,Store,4,42.01,0.0
SO-100721,2026-04-01,P-0030,S-009,C-00228,Store,2,28.94,0.0
SO-100721,2026-04-01,P-0004,S-009,C-00228,Store,5,114.76,99.01
SO-100721,2026-04-01,P-0010,S-009,C-00228,Store,4,69.54,0.0
SO-100722,2026-05-07,P-0006,S-003,C-00326,Store,2,389.38,0.0
SO-100723,2026-05-18,P-0016,S-009,C-00380,Store,3,240.38,0.0
SO-100723,2026-05-18,P-0010,S-009,C-00380,Store,5,69.54,0.0
SO-100724,2026-05-20,P-0015,S-007,C-00358,Store,4,252.84,0.0
SO-100725,2026-01-07,P-0001,S-008,C-00062,Store,5,93.17,0.0
SO-100725,2026-01-07,P-0019,S-008,C-00062,Store,3,348.85,0.0
SO-100725,2026-01-07,P-0010,S-008,C-00062,Store,4,69.54,0.0
SO-100725,2026-01-07,P-0002,S-008,C-00062,Store,4,42.01,41.4
SO-100726,2026-03-02,P-0029,S-009,C-00108,Store,4,144.95,0.0
SO-100726,2026-03-02,P-0023,S-009,C-00108,Store,2,109.7,0.0
SO-100726,2026-03-02,P-0017,S-009,C-00108,Store,3,274.28,0.0
SO-100727,2026-04-24,P-0009,S-012,C-00440,Store,3,269.72,0.0
SO-100727,2026-04-24,P-0026,S-012,C-00440,Store,1,7.84,0.0
SO-100728,2026-05-15,P-0019,S-008,C-00311,Store,5,348.85,0.0
SO-100728,2026-05-15,P-0023,S-008,C-00311,Store,5,109.7,103.97
SO-100729,2026-04-30,P-0003,S-006,C-00300,Online,2,92.07,33.71
SO-100729,2026-04-30,P-0002,S-006,C-00300,Online,4,42.01,0.0
SO-100729,2026-04-30,P-0001,S-006,C-00300,Online,4,93.17,0.0
SO-100729,2026-04-30,P-0028,S-006,C-00300,Online,2,100.98,0.0
SO-100730,2026-01-30,P-0025,S-003,C-00373,Store,1,102.92,0.0
SO-100730,2026-01-30,P-0014,S-003,C-00373,Store,1,398.94,79.78
SO-100730,2026-01-30,P-0030,S-003,C-00373,Store,4,28.94,0.0
SO-100730,2026-01-30,P-0003,S-003,C-00373,Store,5,92.07,0.0
SO-100731,2025-12-08,P-0013,S-006,C-00056,Online,5,299.27,150.38
SO-100731,2025-12-08,P-0005,S-006,C-00056,Online,4,146.8,0.0
SO-100731,2025-12-08,P-0021,S-006,C-00056,Online,2,100.14,16.51
SO-100731,2025-12-08,P-0019,S-006,C-00056,Online,5,348.85,0.0
SO-100732,2026-01-19,P-0007,S-001,C-00323,Store,1,283.31,0.0
SO-100733,2025-12-02,P-0011,S-007,C-00291,Store,2,329.61,0.0
SO-100734,2026-05-14,P-0019,S-004,C-00427,Store,4,348.85,0.0
SO-100734,2026-05-14,P-0027,S-004,C-00427,Store,3,32.99,0.0
SO-100735,2026-04-23,P-0021,S-002,C-00225,Online,5,100.14,103.38
SO-100735,2026-04-23,P-0013,S-002,C-00225,Online,3,299.27,134.44
SO-100735,2026-04-23,P-0028,S-002,C-00225,Online,1,100.98,0.0
SO-100735,2026-04-23,P-0003,S-002,C-00225,Online,3,92.07,59.18
SO-100736,2026-02-13,P-0003,S-005,C-00200,Online,3,92.07,45.59
SO-100736,2026-02-13,P-0028,S-005,C-00200,Online,5,100.98,0.0
SO-100736,2026-02-13,P-0006,S-005,C-00200,Online,5,389.38,0.0
SO-100737,2026-05-08,P-0019,S-012,C-00457,Store,4,348.85,0.0
SO-100738,2026-02-06,P-0009,S-001,C-00174,Online,1,269.72,43.0
SO-100738,2026-02-06,P-0007,S-001,C-00174,Online,3,283.31,0.0
SO-100738,2026-02-06,P-0011,S-001,C-00174,Online,1,329.61,21.29
SO-100738,2026-02-06,P-0029,S-001,C-00174,Online,5,144.95,0.0
SO-100739,2026-05-29,P-0014,S-001,C-00178,Online,5,398.94,0.0
SO-100740,2025-12-21,P-0009,S-008,C-00485,Online,1,269.72,40.27
SO-100740,2025-12-21,P-0024,S-008,C-00485,Online,2,286.61,0.0
SO-100741,2026-03-21,P-0001,S-004,C-00011,Store,2,93.17,0.0
SO-100742,2026-03-08,P-0002,S-012,C-00010,Online,2,42.01,0.0
SO-100742,2026-03-08,P-0013,S-012,C-00010,Online,4,299.27,0.0
SO-100742,2026-03-08,P-0025,S-012,C-00010,Online,1,102.92,0.0
SO-100742,2026-03-08,P-0023,S-012,C-00010,Online,5,109.7,0.0
SO-100743,2026-03-05,P-0008,S-006,C-00224,Store,2,155.15,16.14
SO-100744,2026-03-16,P-0026,S-009,C-00291,Online,1,7.84,0.0
SO-100745,2026-02-02,P-0015,S-002,C-00030,Online,3,252.84,90.97
SO-100745,2026-02-02,P-0006,S-002,C-00030,Online,2,389.38,0.0
